Orthogroup	chimp	human	rhesus
OG0001425	CA14	CA14	CA14
OG0001426	APH1A	APH1A	APH1A
OG0001427	C1H1orf54	C1orf54	C1H1orf54
OG0001428	CIART	CIART	CIART
OG0001429	PRPF3	PRPF3	PRPF3
OG0001430	RPRD2	RPRD2	RPRD2
OG0001431	ECM1	ECM1	ECM1
OG0001432	ADAMTSL4	ADAMTSL4	ADAMTSL4
OG0001433	MCL1	MCL1	MCL1
OG0001434	ENSA	ENSA	ENSA
OG0001435	GOLPH3L	GOLPH3L	GOLPH3L
OG0001436	HORMAD1	HORMAD1	HORMAD1
OG0001437	CTSS	CTSS	CTSS
OG0001438	CTSK	CTSK	CTSK
OG0001439	SETDB1	SETDB1	SETDB1
OG0001440	ANXA9	ANXA9	ANXA9
OG0001441	MINDY1	MINDY1	MINDY1
OG0001442	PRUNE1	PRUNE1	PRUNE1
OG0001443	BNIPL	BNIPL	BNIPL
OG0001444	C1H1orf56	C1orf56	C1H1orf56
OG0001445	CDC42SE1	CDC42SE1	CDC42SE1
OG0001446	MLLT11	MLLT11	MLLT11
OG0001447	GABPB2	GABPB2	GABPB2
OG0001448	SEMA6C	SEMA6C	SEMA6C
OG0001449	LYSMD1	LYSMD1	LYSMD1
OG0001450	TNFAIP8L2	TNFAIP8L2	TNFAIP8L2
OG0001451	TMOD4	TMOD4	TMOD4
OG0001452	VPS72	VPS72	VPS72
OG0001453	PIP5K1A	PIP5K1A	PIP5K1A
OG0001454	PSMD4	PSMD4	PSMD4
OG0001455	PI4KB	PI4KB	PI4KB
OG0001456	RFX5	RFX5	RFX5
OG0001457	SELENBP1	SELENBP1	SELENBP1
OG0001458	PSMB4	PSMB4	PSMB4
OG0001459	POGZ	POGZ	POGZ
OG0001460	CGN	CGN	CGN
OG0001461	TUFT1	TUFT1	TUFT1
OG0001462	CELF3	CELF3	CELF3
OG0001463	RIIAD1	RIIAD1	RIIAD1
OG0001464	MRPL9	MRPL9	MRPL9
OG0001465	OAZ3	OAZ3	OAZ3
OG0001466	TDRKH	TDRKH	TDRKH
OG0001467	LINGO4	LINGO4	LINGO4
OG0001468	RORC	RORC	RORC
OG0001469	C2CD4D	C2CD4D	C2CD4D
OG0001470	THEM5	THEM5	THEM5
OG0001471	THEM4	THEM4	THEM4
OG0001472	S100A10	S100A10	S100A10
OG0001473	S100A11	S100A11	S100A11
OG0001474	TCHHL1	TCHHL1	TCHHL1
OG0001475	TCHH	TCHH	TCHH
OG0001476	RPTN	RPTN	RPTN
OG0001477	FLG	FLG	FLG
OG0001478	FLG2	FLG2	FLG2
OG0001479	CRNN	CRNN	CRNN
OG0001480	LCE3C	LCE3C	LOC100423543
OG0001481	LCE3B	LCE3B	LOC100423647
OG0001482	LCE4A	LCE4A	LCE4A
OG0001483	C1H1orf68	C1orf68	C1H1orf68
OG0001484	KPRP	KPRP	KPRP
OG0001485	LCE6A	LCE6A	LCE6A
OG0001486	SMCP	SMCP	SMCP
OG0001487	IVL	IVL	IVL
OG0001488	SPRR4	SPRR4	SPRR4
OG0001489	LELP1	LELP1	LELP1
OG0001490	PRR9	PRR9	PRR9
OG0001491	LOR	LORICRIN	LOR
OG0001492	PGLYRP3	PGLYRP3	PGLYRP3
OG0001493	PGLYRP4	PGLYRP4	PGLYRP4
OG0001494	S100A9	S100A9	S100A9
OG0001495	S100A12	S100A12	S100A12
OG0001496	S100A8	S100A8	S100A8
OG0001497	S100A6	S100A6	S100A6
OG0001498	S100A5	S100A5	S100A5
OG0001499	S100A4	S100A4	S100A4
OG0001500	S100A3	S100A3	S100A3
OG0001501	S100A2	S100A2	S100A2
OG0001502	S100A16	S100A16	S100A16
OG0001503	S100A14	S100A14	S100A14
OG0001504	S100A13	S100A13	S100A13
OG0001505	S100A1	S100A1	S100A1
OG0001506	CHTOP	CHTOP	CHTOP
OG0001507	SNAPIN	SNAPIN	SNAPIN
OG0001508	NPR1	NPR1	NPR1
OG0001509	INTS3	INTS3	INTS3
OG0001510	SLC27A3	SLC27A3	SLC27A3
OG0001511	GATAD2B	GATAD2B	GATAD2B
OG0001512	DENND4B	DENND4B	DENND4B
OG0001513	CRTC2	CRTC2	CRTC2
OG0001514	SLC39A1	SLC39A1	SLC39A1
OG0001515	JTB	JTB	JTB
OG0001516	NUP210L	NUP210L	NUP210L
OG0001517	TPM3	TPM3	TPM3
OG0001518	C1H1orf189	C1orf189	C1H1orf189
OG0001519	C1H1orf43	C1orf43	C1H1orf43
OG0001520	UBAP2L	UBAP2L	UBAP2L
OG0001521	HAX1	HAX1	HAX1
OG0001522	ATP8B2	ATP8B2	ATP8B2
OG0001523	IL6R	IL6R	IL6R
OG0001524	SHE	SHE	SHE
OG0001525	TDRD10	TDRD10	TDRD10
OG0001526	UBE2Q1	UBE2Q1	UBE2Q1
OG0001527	KCNN3	KCNN3	KCNN3
OG0001528	PMVK	PMVK	PMVK
OG0001529	PBXIP1	PBXIP1	PBXIP1
OG0001530	PYGO2	PYGO2	PYGO2
OG0001531	CKS1B	CKS1B	CKS1B
OG0001532	FLAD1	FLAD1	FLAD1
OG0001533	LENEP	LENEP	LENEP
OG0001534	ZBTB7B	ZBTB7B	ZBTB7B
OG0001535	DCST2	DCST2	DCST2
OG0001536	DCST1	DCST1	DCST1
OG0001537	ADAM15	ADAM15	ADAM15
OG0001538	EFNA4	EFNA4	EFNA4
OG0001539	EFNA3	EFNA3	EFNA3
OG0001540	EFNA1	EFNA1	EFNA1
OG0001541	SLC50A1	SLC50A1	SLC50A1
OG0001542	DPM3	DPM3	DPM3
OG0001543	KRTCAP2	KRTCAP2	KRTCAP2
OG0001544	TRIM46	TRIM46	TRIM46
OG0001545	MUC1	MUC1	MUC1
OG0001546	THBS3	THBS3	THBS3
OG0001547	GBA	GBA	GBA
OG0001548	FAM189B	FAM189B	FAM189B
OG0001549	SCAMP3	SCAMP3	SCAMP3
OG0001550	HCN3	HCN3	HCN3
OG0001551	FDPS	FDPS	FDPS
OG0001552	RUSC1	RUSC1	RUSC1
OG0001553	YY1AP1	YY1AP1	YY1AP1
OG0001554	DAP3	DAP3	DAP3
OG0001555	SYT11	SYT11	SYT11
OG0001556	RIT1	RIT1	RIT1
OG0001557	KHDC4	KHDC4	KHDC4
OG0001558	RXFP4	RXFP4	RXFP4
OG0001559	ARHGEF2	ARHGEF2	ARHGEF2
OG0001560	SSR2	SSR2	SSR2
OG0001561	UBQLN4	UBQLN4	UBQLN4
OG0001562	LAMTOR2	LAMTOR2	LAMTOR2
OG0001563	RAB25	RAB25	RAB25
OG0001564	MEX3A	MEX3A	MEX3A
OG0001565	BGLAP	BGLAP	BGLAP
OG0001566	PAQR6	PAQR6	PAQR6
OG0001567	SMG5	SMG5	SMG5
OG0001568	TMEM79	TMEM79	TMEM79
OG0001569	GLMP	GLMP	GLMP
OG0001570	TSACC	TSACC	TSACC
OG0001571	RHBG	RHBG	RHBG
OG0001572	MEF2D	MEF2D	MEF2D
OG0001573	IQGAP3	IQGAP3	IQGAP3
OG0001574	TTC24	TTC24	TTC24
OG0001575	NAXE	NAXE	NAXE
OG0001576	GPATCH4	GPATCH4	GPATCH4
OG0001577	HAPLN2	HAPLN2	HAPLN2
OG0001578	BCAN	BCAN	BCAN
OG0001579	NES	NES	NES
OG0001580	CRABP2	CRABP2	CRABP2
OG0001581	ISG20L2	ISG20L2	ISG20L2
OG0001582	RRNAD1	METTL25B	RRNAD1
OG0001583	MRPL24	MRPL24	MRPL24
OG0001584	HDGF	HDGF	HDGF
OG0001585	PRCC	PRCC	PRCC
OG0001586	SH2D2A	SH2D2A	SH2D2A
OG0001587	INSRR	INSRR	INSRR
OG0001588	PEAR1	PEAR1	PEAR1
OG0001589	LRRC71	LRRC71	LRRC71
OG0001590	ARHGEF11	ARHGEF11	ARHGEF11
OG0001591	ETV3L	ETV3L	ETV3L
OG0001592	ETV3	ETV3	ETV3
OG0001593	FCRL5	FCRL5	FCRL5
OG0001594	FCRL4	FCRL4	FCRL4
OG0001595	FCRL3	FCRL3	FCRL3
OG0001596	FCRL2	FCRL2	FCRL2
OG0001597	FCRL1	FCRL1	FCRL1
OG0001598	KIRREL1	KIRREL1	KIRREL1
OG0001599	CD1D	CD1D	CD1D
OG0001600	CD1C	CD1C	CD1C
OG0001601	CD1B	CD1B	CD1B
OG0001602	CD1E	CD1E	CD1E
OG0001603	OR10T2	OR10T2	LOC100430663
OG0001604	OR10R2	OR10R2	LOC719887
OG0001605	LOC469528		LOC719002, LOC719896
OG0001606	OR6Y1	OR6Y1	LOC719071
OG0001607	LOC469531	OR10X1	LOC719911
OG0001608	OR10Z1	OR10Z1	LOC719922
OG0001609	SPTA1	SPTA1	SPTA1
OG0001610	OR6K2	OR6K2	LOC100424989
OG0001611	OR6K6	OR6K6	LOC719179
OG0001612	OR6N1	OR6N1	OR6N1
OG0001613	OR6N2	OR6N2	LOC719964
OG0001614	MNDA	MNDA	MNDA
OG0001615	PYHIN1	PYHIN1	PYHIN1
OG0001616	PYDC5	PYDC5	PYDC5
OG0001617	IFI16	IFI16	IFI16
OG0001618	AIM2	AIM2	AIM2
OG0001619	CADM3	CADM3	CADM3
OG0001620	ACKR1	ACKR1	ACKR1
OG0001621	FCER1A	FCER1A	FCER1A
OG0001622	CRP	CRP	CRP
OG0001623	DUSP23	DUSP23	DUSP23
OG0001624	FCRL6	FCRL6	FCRL6
OG0001625	SLAMF8	SLAMF8	SLAMF8
OG0001626	VSIG8	VSIG8	VSIG8
OG0001627	CFAP45	CFAP45	CFAP45
OG0001628	TAGLN2	TAGLN2	TAGLN2
OG0001629	IGSF9	IGSF9	IGSF9
OG0001630	SLAMF9	SLAMF9	SLAMF9
OG0001631	PIGM	PIGM	PIGM
OG0001632	IGSF8	IGSF8	IGSF8
OG0001633	CASQ1	CASQ1	CASQ1
OG0001634	PEA15	PEA15	PEA15
OG0001635	DCAF8	DCAF8	DCAF8
OG0001636	PEX19	PEX19	PEX19
OG0001637	COPA	COPA	COPA
OG0001638	NCSTN	NCSTN	NCSTN
OG0001639	VANGL2	VANGL2	VANGL2
OG0001640	SLAMF6	SLAMF6	SLAMF6
OG0001641	CD84	CD84	CD84
OG0001642	SLAMF1	SLAMF1	SLAMF1
OG0001643	CD48	CD48	CD48
OG0001644	SLAMF7	SLAMF7	SLAMF7
OG0001645	LY9	LY9	LY9
OG0001646	CD244	CD244	CD244
OG0001647	F11R	F11R	F11R
OG0001648	TSTD1	TSTD1	TSTD1
OG0001649	USF1	USF1	USF1
OG0001650	ARHGAP30	ARHGAP30	ARHGAP30
OG0001651	NECTIN4	NECTIN4	NECTIN4
OG0001652	KLHDC9	KLHDC9	KLHDC9
OG0001653	PFDN2	PFDN2	PFDN2
OG0001654	NIT1	NIT1	NIT1
OG0001655	DEDD	DEDD	DEDD
OG0001656	PPOX	PPOX	PPOX
OG0001657	B4GALT3	B4GALT3	B4GALT3
OG0001658	NDUFS2	NDUFS2	NDUFS2
OG0001659	FCER1G	FCER1G	FCER1G
OG0001660	APOA2	APOA2	APOA2
OG0001661	TOMM40L	TOMM40L	TOMM40L
OG0001662	NR1I3	NR1I3	NR1I3
OG0001663	PCP4L1	PCP4L1	PCP4L1
OG0001664	MPZ	MPZ	MPZ
OG0001665	CFAP126	CFAP126	CFAP126
OG0001666	FCRLA	FCRLA	FCRLA
OG0001667	FCRLB	FCRLB	FCRLB
OG0001668	DUSP12	DUSP12	DUSP12
OG0001669	ATF6	ATF6	ATF6
OG0001670	OLFML2B	OLFML2B	OLFML2B
OG0001671	NOS1AP	NOS1AP	NOS1AP
OG0001672	SPATA46	SPATA46	SPATA46
OG0001673	SH2D1B	SH2D1B	SH2D1B
OG0001674	UHMK1	UHMK1	UHMK1
OG0001675	UAP1	UAP1	UAP1
OG0001676	DDR2	DDR2	DDR2
OG0001677	CCDC190	CCDC190	CCDC190
OG0001678	RGS4	RGS4	RGS4
OG0001679	RGS5	RGS5	RGS5
OG0001680	NUF2	NUF2	NUF2
OG0001681	PBX1	PBX1	PBX1
OG0001682	LMX1A	LMX1A	LMX1A
OG0001683	RXRG	RXRG	RXRG
OG0001684	LRRC52	LRRC52	LRRC52
OG0001685	MGST3	MGST3	MGST3
OG0001686	ALDH9A1	ALDH9A1	ALDH9A1
OG0001687	TMCO1	TMCO1	TMCO1
OG0001688	UCK2	UCK2	UCK2
OG0001689	FAM78B	FAM78B	FAM78B
OG0001690	POGK	POGK	POGK
OG0001691	TADA1	TADA1	TADA1
OG0001692	ILDR2	ILDR2	ILDR2
OG0001693	MAEL	MAEL	MAEL
OG0001694	GPA33	GPA33	GPA33
OG0001695	DUSP27	STYXL2	DUSP27
OG0001696	POU2F1	POU2F1	POU2F1
OG0001697	CD247	CD247	CD247
OG0001698	CREG1	CREG1	CREG1
OG0001699	RCSD1	RCSD1	RCSD1
OG0001700	MPZL1	MPZL1	MPZL1
OG0001701	ADCY10	ADCY10	ADCY10
OG0001702	MPC2	MPC2	MPC2
OG0001703	DCAF6	DCAF6	DCAF6
OG0001704	GPR161	GPR161	GPR161
OG0001705	TIPRL	TIPRL	TIPRL
OG0001706	SFT2D2	SFT2D2	SFT2D2
OG0001707	TBX19	TBX19	TBX19
OG0001708	DPT	DPT	DPT
OG0001709	ATP1B1	ATP1B1	ATP1B1
OG0001710	NME7	NME7	NME7
OG0001711	BLZF1	BLZF1	BLZF1
OG0001712	CCDC181	CCDC181	CCDC181
OG0001713	F5	F5	F5
OG0001714	SELP	SELP	SELP
OG0001715	SELL	SELL	SELL
OG0001716	SELE	SELE	SELE
OG0001717	C1H1orf112	C1orf112	C1H1orf112
OG0001718	SCYL3	SCYL3	SCYL3
OG0001719	KIFAP3	KIFAP3	KIFAP3
OG0001720	METTL11B	METTL11B	METTL11B
OG0001721	GORAB	GORAB	GORAB
OG0001722	MROH9	MROH9	MROH9
OG0001723	FMO2	FMO2	FMO2
OG0001724	FMO1	FMO1	FMO1
OG0001725	FMO4	FMO4	FMO4
OG0001726	PRRC2C	PRRC2C	PRRC2C
OG0001727	MYOC	MYOC	MYOC
OG0001728	METTL13	EEF1AKNMT	EEF1AKNMT
OG0001729	DNM3	DNM3	DNM3
OG0001730	PIGC	PIGC	PIGC
OG0001731	C1H1orf105	C1orf105	C1H1orf105
OG0001732	SUCO	SUCO	SUCO
OG0001733	FASLG	FASLG	FASLG
OG0001734	TNFSF18	TNFSF18	TNFSF18
OG0001735	TNFSF4	TNFSF4	TNFSF4
OG0001736	PRDX6	PRDX6	PRDX6
OG0001737	SLC9C2	SLC9C2	SLC9C2
OG0001738	ANKRD45	ANKRD45	ANKRD45
OG0001739	TEX50	TEX50	TEX50
OG0001740	KLHL20	KLHL20	KLHL20
OG0001741	CENPL	CENPL	CENPL
OG0001742	ZBTB37	ZBTB37	ZBTB37
OG0001743	SERPINC1	SERPINC1	SERPINC1
OG0001744	RC3H1	RC3H1	RC3H1
OG0001745	LOC112204100	RABGAP1L	RABGAP1L
OG0001746	GPR52	GPR52	GPR52
OG0001747	CACYBP	CACYBP	CACYBP
OG0001748	MRPS14	MRPS14	MRPS14
OG0001749	PAPPA2	PAPPA2	PAPPA2
OG0001750	ASTN1	ASTN1	ASTN1
OG0001751	RASAL2	RASAL2	RASAL2
OG0001752	TEX35	TEX35	TEX35
OG0001753	RALGPS2	RALGPS2	RALGPS2
OG0001754	ANGPTL1	ANGPTL1	ANGPTL1
OG0001755	TOR3A	TOR3A	TOR3A
OG0001756	ABL2	ABL2	ABL2
OG0001757	SOAT1	SOAT1	SOAT1
OG0001758	AXDND1	AXDND1	AXDND1
OG0001759	NPHS2	NPHS2	NPHS2
OG0001760	TDRD5	TDRD5	TDRD5
OG0001761	TOR1AIP2	TOR1AIP2	TOR1AIP2
OG0001762	TOR1AIP1	TOR1AIP1	TOR1AIP1
OG0001763	CEP350	CEP350	CEP350
OG0001764	QSOX1	QSOX1	QSOX1
OG0001765	LHX4	LHX4	LHX4
OG0001766	ACBD6	ACBD6	ACBD6
OG0001767	XPR1	XPR1	XPR1
OG0001768	KIAA1614	KIAA1614	KIAA1614
OG0001769	STX6	STX6	STX6
OG0001770	MR1	MR1	LOC718365
OG0001771	IER5	IER5	IER5
OG0001772	CACNA1E	CACNA1E	CACNA1E
OG0001773	ZNF648	ZNF648	ZNF648
OG0001774	GLUL	GLUL	GLUL
OG0001775	RGSL1	RGSL1	RGSL1
OG0001776	RNASEL	RNASEL	RNASEL
OG0001777	RGS16	RGS16	RGS16
OG0001778	RGS8	RGS8	RGS8
OG0001779	NPL	NPL	NPL
OG0001780	DHX9	DHX9	DHX9
OG0001781	SHCBP1L	SHCBP1L	SHCBP1L
OG0001782	LAMC1	LAMC1	LAMC1
OG0001783	LAMC2	LAMC2	LAMC2
OG0001784	NMNAT2	NMNAT2	NMNAT2
OG0001785	SMG7	SMG7	SMG7
OG0001786	NCF2	NCF2	NCF2
OG0001787	ARPC5	ARPC5	ARPC5
OG0001788	RGL1	RGL1	RGL1
OG0001789	APOBEC4	APOBEC4	APOBEC4
OG0001790	COLGALT2	COLGALT2	COLGALT2
OG0001791	TSEN15	TSEN15	TSEN15
OG0001792	C1H1orf21	C1orf21	C1H1orf21
OG0001793	EDEM3	EDEM3	EDEM3
OG0001794	FAM129A	NIBAN1	FAM129A
OG0001795	RNF2	RNF2	RNF2
OG0001796	TRMT1L	TRMT1L	TRMT1L
OG0001797	SWT1	SWT1	SWT1
OG0001798	IVNS1ABP	IVNS1ABP	IVNS1ABP
OG0001799	PRG4	PRG4	PRG4
OG0001800	TPR	TPR	TPR
OG0001801	ODR4	ODR4	ODR4
OG0001802	PDC	PDC	PDC
OG0001803	PTGS2	PTGS2	PTGS2
OG0001804	PLA2G4A	PLA2G4A	PLA2G4A
OG0001805	RGS18	RGS18	RGS18
OG0001806	RGS21	RGS21	RGS21
OG0001807	RGS1	RGS1	RGS1
OG0001808	RGS13	RGS13	RGS13
OG0001809	RGS2	RGS2	RGS2
OG0001810	UCHL5	UCHL5	UCHL5
OG0001811	TROVE2	RO60	RO60
OG0001812	GLRX2	GLRX2	GLRX2
OG0001813	CDC73	CDC73	CDC73
OG0001814	KCNT2	KCNT2	KCNT2
OG0001815	CFH	CFH	CFH
OG0001816	LOC457604	CFHR4	LOC100428549
OG0001817	CFHR5	CFHR5	CFHR5
OG0001818	F13B	F13B	F13B
OG0001819	ASPM	ASPM	ASPM
OG0001820	ZBTB41	ZBTB41	ZBTB41
OG0001821	DENND1B	DENND1B	DENND1B
OG0001822	C1H1orf53	C1orf53	C1H1orf53
OG0001823	LHX9	LHX9	LHX9
OG0001824	ATP6V1G3	ATP6V1G3	ATP6V1G3
OG0001825	PTPRC	PTPRC	PTPRC
OG0001826	NR5A2	NR5A2	NR5A2
OG0001827	ZNF281	ZNF281	ZNF281
OG0001828	KIF14	KIF14	KIF14
OG0001829	CAMSAP2	CAMSAP2	CAMSAP2
OG0001830	GPR25	GPR25	GPR25
OG0001831	INAVA	INAVA	INAVA
OG0001832	CACNA1S	CACNA1S	CACNA1S
OG0001833	TMEM9	TMEM9	TMEM9
OG0001834	IGFN1	IGFN1	IGFN1
OG0001835	TNNT2	TNNT2	TNNT2
OG0001836	LAD1	LAD1	LAD1
OG0001837	TNNI1	TNNI1	TNNI1
OG0001838	PHLDA3	PHLDA3	PHLDA3
OG0001839	CSRP1	CSRP1	CSRP1
OG0001840	NAV1	NAV1	NAV1
OG0001841	IPO9	IPO9	IPO9
OG0001842	SHISA4	SHISA4	SHISA4
OG0001843	LMOD1	LMOD1	LMOD1
OG0001844	TIMM17A	TIMM17A	TIMM17A
OG0001845	ELF3	ELF3	ELF3
OG0001846	LGR6	LGR6	LGR6
OG0001847	PPP1R12B	PPP1R12B	PPP1R12B
OG0001848	SYT2	SYT2	SYT2
OG0001849	KDM5B	KDM5B	KDM5B
OG0001850	RABIF	RABIF	RABIF
OG0001851	KLHL12	KLHL12	KLHL12
OG0001852	ADIPOR1	ADIPOR1	ADIPOR1
OG0001853	CYB5R1	CYB5R1	CYB5R1
OG0001854	TMEM183A	TMEM183A	TMEM183A
OG0001855	PPFIA4	PPFIA4	PPFIA4
OG0001856	MYOG	MYOG	MYOG
OG0001857	MYBPH	MYBPH	MYBPH
OG0001858	CHI3L1	CHI3L1	CHI3L1
OG0001859	CHIT1	CHIT1	CHIT1
OG0001860	FMOD	FMOD	FMOD
OG0001861	PRELP	PRELP	PRELP
OG0001862	OPTC	OPTC	OPTC
OG0001863	LAX1	LAX1	LAX1
OG0001864	ZBED6	ZBED6	ZBED6
OG0001865	SOX13	SOX13	SOX13
OG0001866	ETNK2	ETNK2	ETNK2
OG0001867	KISS1	KISS1	KISS1
OG0001868	GOLT1A	GOLT1A	GOLT1A
OG0001869	PLEKHA6	PLEKHA6	PLEKHA6
OG0001870	PPP1R15B	PPP1R15B	PPP1R15B
OG0001871	PIK3C2B	PIK3C2B	PIK3C2B
OG0001872	MDM4	MDM4	MDM4
OG0001873	LRRN2	LRRN2	LRRN2
OG0001874	CNTN2	CNTN2	CNTN2
OG0001875	RBBP5	RBBP5	RBBP5
OG0001876	TMEM81	TMEM81	TMEM81
OG0001877	DSTYK	DSTYK	DSTYK
OG0001878	TMCC2	TMCC2	TMCC2
OG0001879	KLHDC8A	KLHDC8A	KLHDC8A
OG0001880	LEMD1	LEMD1	LEMD1
OG0001881	CDK18	CDK18	CDK18
OG0001882	MFSD4A	MFSD4A	MFSD4A
OG0001883	ELK4	ELK4	ELK4
OG0001884	SLC45A3	SLC45A3	SLC45A3
OG0001885	NUCKS1	NUCKS1	NUCKS1
OG0001886	RAB29	RAB29	RAB29
OG0001887	SLC41A1	SLC41A1	SLC41A1
OG0001888	PM20D1	PM20D1	PM20D1
OG0001889	SLC26A9	SLC26A9	SLC26A9
OG0001890	RAB7B	RAB7B	RAB7B
OG0001891	RHEX	RHEX	RHEX
OG0001892	AVPR1B	AVPR1B	AVPR1B
OG0001893	IKBKE	IKBKE	IKBKE
OG0001894	RASSF5	RASSF5	RASSF5
OG0001895	EIF2D	EIF2D	EIF2D
OG0001896	MAPKAPK2	MAPKAPK2	MAPKAPK2
OG0001897	IL10	IL10	IL10
OG0001898	IL19	IL19	IL19
OG0001899	IL20	IL20	IL20
OG0001900	IL24	IL24	IL24
OG0001901	FCMR	FCMR	FCMR
OG0001902	PIGR	PIGR	PIGR
OG0001903	FCAMR	FCAMR	FCAMR
OG0001904	C1H1orf116	C1orf116	C1H1orf116
OG0001905	YOD1	YOD1	YOD1
OG0001906	PFKFB2	PFKFB2	PFKFB2
OG0001907	C4BPB	C4BPB	C4BPB
OG0001908	C4BPA	C4BPA	C4BPA
OG0001909	CD55	CD55	CD55
OG0001910	CR1	CR1	CR1
OG0001911	CD46	CD46	CD46
OG0001912	CD34	CD34	CD34
OG0001913	CAMK1G	CAMK1G	CAMK1G
OG0001914	LAMB3	LAMB3	LAMB3
OG0001915	G0S2	G0S2	G0S2
OG0001916	HSD11B1	HSD11B1	HSD11B1
OG0001917	TRAF3IP3	TRAF3IP3	TRAF3IP3
OG0001918	C1H1orf74	C1orf74	C1H1orf74
OG0001919	DIEXF	UTP25	UTP25
OG0001920	SYT14	SYT14	SYT14
OG0001921	SERTAD4	SERTAD4	SERTAD4
OG0001922	HHAT	HHAT	HHAT
OG0001923	KCNH1	KCNH1	KCNH1
OG0001924	RCOR3	RCOR3	RCOR3
OG0001925	TRAF5	TRAF5	TRAF5
OG0001926	RD3	RD3	RD3
OG0001927	SLC30A1	SLC30A1	SLC30A1
OG0001928	NEK2	NEK2	NEK2
OG0001929	LPGAT1	LPGAT1	LPGAT1
OG0001930	INTS7	INTS7	INTS7
OG0001931	DTL	DTL	DTL
OG0001932	PPP2R5A	PPP2R5A	PPP2R5A
OG0001933	TMEM206	PACC1	TMEM206
OG0001934	NENF	NENF	NENF
OG0001935	FAM71A	FAM71A	FAM71A
OG0001936	BATF3	BATF3	BATF3
OG0001937	NSL1	NSL1	NSL1
OG0001938	TATDN3	TATDN3	TATDN3
OG0001939	SPATA45	SPATA45	SPATA45
OG0001940	FLVCR1	FLVCR1	FLVCR1
OG0001941	VASH2	VASH2	VASH2
OG0001942	ANGEL2	ANGEL2	ANGEL2
OG0001943	RPS6KC1	RPS6KC1	RPS6KC1
OG0001944	PROX1	PROX1	PROX1
OG0001945	SMYD2	SMYD2	SMYD2
OG0001946	PTPN14	PTPN14	PTPN14
OG0001947	CENPF	CENPF	CENPF
OG0001948	KCNK2	KCNK2	KCNK2
OG0001949	KCTD3	KCTD3	KCTD3
OG0001950	USH2A	USH2A	USH2A
OG0001951	ESRRG	ESRRG	ESRRG
OG0001952	GPATCH2	GPATCH2	GPATCH2
OG0001953	SPATA17	SPATA17	SPATA17
OG0001954	RRP15	RRP15	RRP15
OG0001955	TGFB2	TGFB2	TGFB2
OG0001956	LYPLAL1	LYPLAL1	LYPLAL1
OG0001957	SLC30A10	SLC30A10	SLC30A10
OG0001958	EPRS	EPRS1	EPRS
OG0001959	BPNT1	BPNT1	BPNT1
OG0001960	RAB3GAP2	RAB3GAP2	RAB3GAP2
OG0001961	C1H1orf115	C1orf115	C1H1orf115
OG0001962	MARC2	MTARC2	MARC2
OG0001963	MARC1	MTARC1	MARC1
OG0001964	HLX	HLX	HLX
OG0001965	HHIPL2	HHIPL2	HHIPL2
OG0001966	TAF1A	TAF1A	TAF1A
OG0001967	MIA3	MIA3	MIA3
OG0001968	AIDA	AIDA	AIDA
OG0001969	BROX	BROX	BROX
OG0001970	FAM177B	FAM177B	FAM177B
OG0001971	DISP1	DISP1	DISP1
OG0001972	TLR5	TLR5	TLR5
OG0001973	SUSD4	SUSD4	SUSD4
OG0001974	CCDC185	CCDC185	CCDC185
OG0001975	CAPN2	CAPN2	CAPN2
OG0001976	FBXO28	FBXO28	FBXO28
OG0001977	DEGS1	DEGS1	DEGS1
OG0001978	CNIH4	CNIH4	CNIH4
OG0001979	CNIH3	CNIH3	CNIH3
OG0001980	DNAH14	DNAH14	DNAH14
OG0001981	LBR	LBR	LBR
OG0001982	ENAH	ENAH	ENAH
OG0001983	SRP9	SRP9	SRP9
OG0001984	TMEM63A	TMEM63A	TMEM63A
OG0001985	PYCR2	PYCR2	PYCR2
OG0001986	SDE2	SDE2	SDE2
OG0001987	ACBD3	ACBD3	ACBD3
OG0001988	MIXL1	MIXL1	MIXL1
OG0001989	LIN9	LIN9	LIN9
OG0001990	PARP1	PARP1	PARP1
OG0001991	STUM	STUM	STUM
OG0001992	ITPKB	ITPKB	ITPKB
OG0001993	PSEN2	PSEN2	PSEN2
OG0001994	COQ8A	COQ8A	COQ8A
OG0001995	CDC42BPA	CDC42BPA	CDC42BPA
OG0001996	SNAP47	SNAP47	SNAP47
OG0001997	PRSS38	PRSS38	PRSS38
OG0001998	WNT9A	WNT9A	WNT9A
OG0001999	WNT3A	WNT3A	WNT3A
OG0002000	C1H1orf35	C1orf35	C1H1orf35
OG0002001	MRPL55	MRPL55	MRPL55
OG0002002	GUK1	GUK1	GUK1
OG0002003	GJC2	GJC2	GJC2
OG0002004	IBA57	IBA57	IBA57
OG0002005	RNF187	RNF187	RNF187
OG0002006	BTNL10	BTNL10	BTNL10
OG0002007	RHOU	RHOU	RHOU
OG0002008	CCSAP	CCSAP	CCSAP
OG0002009	NUP133	NUP133	NUP133
OG0002010	TAF5L	TAF5L	TAF5L
OG0002011	URB2	URB2	URB2
OG0002012	PGBD5	PGBD5	PGBD5
OG0002013	COG2	COG2	COG2
OG0002014	AGT	AGT	AGT
OG0002015	CAPN9	CAPN9	CAPN9
OG0002016	C1H1orf198	C1orf198	C1H1orf198
OG0002017	TTC13	TTC13	TTC13
OG0002018	ARV1	ARV1	ARV1
OG0002019	FAM89A	FAM89A	FAM89A
